identifier,split
344cb3ea35ffd,train
13107a3a62dc6,train
2ee4b6f3d0b28,train
371b132b0808e,train
1ebd26368a58d,train
1085695238189,test
0fbe5cb2c64bc,test
24979c73895a7,test
27a45ac392cdb,test
26bf85d702152,val
23ebecb47bf2d,val
0244d7707eac5,val
1e42b69fa95f3,val
024eb18a6e0b0,train
2c056b8a4f439,train
2dacd30cc0879,train
2f86c879efa4e,train
307a9ab189063,train
0b92a07957f0c,train
20bcf4d59cb9a,train
083945568f8c4,train
2e26cf52c2f66,train
0bc89802defb2,train
2a4ef8c572081,test
28767badb493c,test
103faf3a9940d,test
03f6061f67fe7,test
2ba0153a50809,val
056b9bab70f42,val
1140e60c809b9,val
1a86193d8f302,val
0530668f749ac,train
33687a16275c4,train
336e4e6026a4c,train
26277af55f4a5,train
0e1b6e7a0b1cb,train
2b6bfdf02323e,train
29cc705b4c118,train
13e86800d4c5d,train
0f0c3874d07a4,train
0b204602c84a0,train
2f4529344f5e0,train
0f131e50dafec,train
0b062d3258ddb,train
042509556413b,train
045a51e38d88b,test
03788dca1d7e8,test
1a80c93bd0b88,test
12433af9b1c57,test
162272a962130,val
0807c967a7287,val
1b7d3e44a444d,val
037a8e786c273,val
0ec0b1f5d70b5,train
104fabc938d1d,train
177238376727a,train
101b5b25f3d4b,train
0d85854ab2a18,train
1cdf591c28611,train
1c8cd69542fdf,train
1015a520f919c,train
32258a37a9862,train
0b0f566feb3c8,train
0be8002adf321,test
188dbee4a99c4,test
2867c9fa7d4b2,test
1b63aeb42c720,test
3557afce8c137,val
020c59c3e75c2,val
377245147bdbf,val
02bbdf59d26b2,val
1abcd02074c88,train
019909518206c,train
23784b72b116a,train
20dba7c0c8fe5,train
1094057722ead,train
2e0813a4673c3,train
3041d18c51fad,train
2fc5ef34f21ca,train
2649f5a7c6b15,train
2253281e2cdeb,train
03fd260b42ae7,train
20d190921216f,train
1a302aeb52090,train
088e86079f8c3,train
3155d25cf6c2f,test
15ee10b1c3eb9,test
1ba627913ed6e,test
322c853858688,test
29df5a0c1461d,val
041f7b17c2c0b,val
1bb33aaf933b8,val
3178ae3342c90,val
10ede07d60ce7,train
34317e5b6170c,train
0f10f9ba9800c,train
22c02c0e4ad3f,train
31fef03315722,train
2c9cfe81ffc1c,train
104e4ac81917e,train
266e28e963861,train
38aa598f3fa94,train
34acb3c78d458,train
08702195ad767,test
2927c4707612e,test
07894a97a0b17,test
0c3f00625b1bd,test
2a8364f1d9880,val
0290e02d3f196,val
160addb357932,val
0fe4ccecd303b,val
201875c19d45a,train
12380c501876f,train
0aa34f3e6de7c,train
14fa5e72bb330,train
0b55b27c2479f,train
377031959b166,train
0aefcafb8a978,train
1a544e4428ace,train
016d3523d33ac,train
388ab39a27dc2,train
0694ed85fc463,train
0cbee3aad3885,test
0a7fa6fe9d5f8,test
179066e13e8d2,train
31f33dcb3ac06,train
0416d2d17d167,train
03df532fee16a,train
007013344b967,test
27f8de21dc084,test
2c257a96238b0,test
19f54508c00ac,test
288e760e3b9de,val
375ea22d09c82,val
13aecdfb19446,val
04aa5acf4cede,val
2270d97a2c449,train
347f817733914,train
015c5674fddb9,train
32cc38e3c8b14,train
07086df8ae251,train
0170a6d09d129,train
071b0ecbe282e,train
382f6219fc943,train
2fcce11bc13dd,train
0729ee7cdbdfc,train
113c1719c74bf,train
040c492d13e88,test
0be8b3edd5851,test
2891ac7db3513,test
070cd81a078df,val
1e160e3e6ec47,val
36120f61bdf40,val
1cc87b3a40c57,val
0dac788552b08,train
1e32bf8864543,train
0c5d6a80cdc7f,train
0281f82c47e5f,train
0e0d62aabfaa1,train
03a22cbb73dfe,train
1c95941795364,train
218f3de88bac8,train
12dc0f2ae9a18,train
327a0b9a8d41e,train
317570d93ff65,train
2a0a374eb5d2d,test
1d617c60152d6,test
1f46c94f94523,test
09cfc17c3154e,val
166e9e039c38d,train
26c4c54a0c612,train
312f345712728,train
116a2e120e983,test
0c406f70f1a1f,test
382d7c2961f21,test
32a2431c43209,test
237ad0450b5b8,val
0edfad9fedf51,val
2a013279eeed1,val
0b15f5fd775ba,val
05221af13a2d2,train
0e4472604493f,train
05dd2255b42e9,train
249b544d1a86f,train
34cc958a09f78,train
3674e6620608d,train
1dbcf80dbb06d,train
09b756b818850,train
12168eb1d57d7,train
0699bf81631a9,train
27221f275a790,train
312b68a0514f7,test
082b54448effd,test
0e6c348b58d8e,test
30640783f49eb,val
2cdf1e849f45b,train
0b6097fd01696,train
099a67017fedc,train
0753d99689e53,train
24adfca7e5d2f,train
10e5178e907d9,train
1ca4e694cc74b,train
27d73e37a2282,train
2cef8f18da697,train
05aab9e7a11b6,train
1932c89f359e8,train
08583c3f7704e,test
32ea440accfaa,test
1640350017a6b,test
387c40f209f4c,val
12c1ba62b8582,val
37c1042103404,train
11cab2d8e9d00,train
28957a4410a83,train
15517b5ddb66a,train
1ed4ce809f109,train
09764994e54df,test
0b7283fbc293e,test
163903a3dcba9,test
33d4d9cbf3e58,val
3858d82195a98,val
2602bbef1bc5a,val
070d2b9f1b4ec,val
10f92dde978dc,train
2438220153d31,train
344b672cc069f,train
196c0caac4102,train
00e49dac9b133,train
1ec280bad5482,train
10938c30aaeb4,train
2cd5a13ad58a2,train
33941602d3968,train
357437ebbcc22,train
2fdeeb60af1e8,train
1fdd0874d1c74,test
059e2ee166506,test
3775ef41f3d28,test
1833e9f135635,val
314bf57b8df34,train
1d5a4b421ab76,train
30910b7cf3719,train
2f65fc1db41f3,train
1c0c2bb18e641,train
01e0b1db4ffbb,train
380277adbf7bc,train
1414e54d914e6,train
20c25524c39f7,train
298cf468583f2,train
26af0ce77d166,train
175aad5c8f9c6,test
1072ede81553e,test
032770ab52cce,test
02c57db9392ee,val
37231ec101a3a,val
2a33b23b55fe7,val
1baee55802374,train
1754df1eef15d,train
113a1e715f8c8,train
248d16c02e348,train
2376b5ca888fa,test
34e0a71c9926f,test
1e208d88d19c8,test
1dc707960dbc7,val
24ffe11f1cf13,val
109155001cae6,val
32e67c20ad5f0,val
0054ece3960c4,train
333d78f458e0a,train
0321fdd951040,train
266d7674992a4,train
301c9d66f0a1e,train
0059cb1fecde7,train
2ee0a629becdc,train
17b1fe2abd01f,train
11786c7eadc22,train
02f84f0025239,train
0380b094b6075,train
2d3d7871cfd74,test
09fb85af23fc0,test
21f13c26ddd59,test
1abd34efc55ec,val
2fa22814b62aa,train
1baa3d5d608e7,train
286cd7e67a6be,train
281297c998277,train
196e275b2a518,train
011d1f49bed59,train
02cc9d3111533,train
160d2172d8c3a,test
335cc8f316f23,val
2a3d0b2814294,val
194804094bf35,val
19c56b2204cb9,train
11c59d0986037,train
29f387709acf2,train
091826877d0c4,test
1612db35c740a,test
35d7a45384b97,test
302f1666ac116,val
08e9a139cbc17,val
045a72e52b439,val
1060ea445f5da,val
2917ba62aac16,train
1a482659e3a88,train
12900473480a3,train
2259c423fdb78,train
03e959387b2e5,train
05ef6b7b225c6,train
2a03e72bf2507,train
02032941b9e83,train
00374c0749958,train
3285dc7f35ce4,train
1abdb374c82cd,train
2b89309b00ad6,test
2b32f6ad203ca,test
0bf518c123f73,test
2384626680973,train
37f067233c031,train
33c2e53da6bae,train
30001ffcb2714,train
138fadbfac771,test
02dcd6605ea4b,test
06fcbdaeaf8a7,test
0c7e0d5639f95,val
190da1bc44d7d,val
13fdc6862a823,val
044fe6ad96ea1,val
1c3ad2f81261f,train
0ee6e3416f5c5,train
37dfb14f69d07,train
35629ec3e8da6,train
226a4bf3f38cd,train
34cd2141ba510,train
32496cd4c06a7,train
167586c200621,train
12bcaf36b67a4,train
37fd2df860b64,train
199e74f832320,train
0fbf75c62a068,test
1cf7a7fab468f,test
01d96af4cc84a,test
1f79c49444906,val
0db9dccd37e4c,val
36eae54dc500b,train
09edab0855016,train
1b3db8badff36,test
32f5a599b8289,test
2e66cba150711,test
190868298eb3c,val
134d6a9b0ccbf,val
2b3a834e28d2c,val
1837df5b94d86,val
1c65afa4d19a5,train
0880db38b5a76,train
1816c8e5c0172,train
038055a39e73f,train
1364f5a075b54,train
02aa3c2457e42,train
11e03ab7d96ab,train
1f75ca6da9503,train
2a44afb90bb50,train
30f3a2c5d0608,train
06297b76c799e,train
1abc0c01ed710,test
104f1e1cf8bd8,test
07592997c32c4,test
18c465d9a120a,val
04bffcae20926,val
38b34abfbd853,val
12fedd47d0be6,train
00b664f79ef07,train
1a18a4ad9c5d5,test
1c10007753827,test
33d1ab208a8cf,test
0ea57b3c5a579,val
338fb77c6a424,val
17c7241b5185c,val
2feb1434cacbe,val
35e5e72f4b6ff,train
2b5989f867272,train
072a9244ee861,train
1332ca5faad25,train
2c1bfd6100bfa,train
0584d28b87a43,train
10940981d49b0,train
162c4a903b826,train
116de5cd090e7,train
0b8cad22d0d62,train
32aa3c8a26ae3,train
07d1a552aa2a2,test
17df0be826b82,test
2606760776b57,test
364f9d94958e0,val
061205a23cacd,val
14d30451974ef,val
063f958ccf112,val
28abf0aebde77,test
152685ce3170c,test
053a2ebbdc9b4,test
08a8d3c0a1e3c,val
1ce5698375734,val
1b69517adce97,val
08ce997e37a8b,val
376f12dfc75e5,train
03b9eb9fc8aef,train
32a53183928ef,train
109e85d731a29,train
2a6f0c2d6136d,train
1c862522ab925,train
047eddca56c52,train
351057251cf5b,train
0cdd684532cd5,train
152012c7b999d,train
297671a1270de,train
10732f10a6648,test
258a37e533092,test
04eb596387f56,test
2d6ebdfdad549,val
15f056e6914a1,val
03a1106e9178a,val
2e986a421520f,val
16c531e1a65a8,train
237eab034c3a7,test
3355a41bb2f36,val
1b50534211b5b,val
0929d52c09cd4,val
32cd587869436,val
2a937778a8c00,train
11b6faba9b475,train
0612870ce6f75,train
1c7ccb460abfb,train
2b0023f97765d,train
0e7cd47200433,train
2fea5b3854ba9,train
34a526bd612c1,train
12ebbda323ca4,train
363e32281d6e7,train
3647e17b5d433,train
057dc08c1eb7f,test
04d24f409745d,test
26a0b93b99f68,test
1549705abd8c6,val
2ff30479447b7,val
04d14db0137b5,val
2d701306340c8,val
2d1f4e70f9f44,train
3217f822835c4,train
33c8613c161f9,test
33f67cdcda4c7,test
173d7f7871c2d,val
1dec38a46a861,val
156e5df587bf6,val
276ea5830fdc1,val
308e75921ceed,train
0b4396686387e,train
079f1e7b938a3,train
1f735891b34fa,train
17682641bb12d,train
32ed3d76d677a,train
2bbde85749928,train
0481ed3c3934f,train
1bc1ab48793c4,train
10352df1ab7a6,train
01e9ab0495436,train
0e76ca19677e6,test
2919914acccd1,test
0f2e14ea3530e,test
1035608a63959,val
3186202ee1d00,val
0038d7ee7d392,val
087bb5ea96357,val
3137eb9c4e3c7,train
14551cc85a417,train
24b773d89b868,train
22d6c34a06c2b,test
328c62bf07b62,val
33d102f4a316d,val
27c87029d5af6,val
0714d0b820c13,val
32ae1f9e6819c,train
0de8f384844e5,train
32afb83b30461,train
159e31e78e1cc,train
16f06b3a7d29e,train
0b18813cdd183,train
2e779fa1c6082,train
26f6f9bfff351,train
2655d8768de90,train
1467c54430c60,train
0e581bb54ab79,test
078d64b137d46,test
0eabbd4758224,test
1c1c4a5cc2c7a,val
29c9f478dc6e9,val
093a3a16d545e,val
06ffdb1549cfa,val
16a8459833e95,train
350c4fc56c25d,train
1fa30d8f3af83,train
2668e9c664798,val
0afbb4471675d,val
1ddf21b532478,val
035e2ea679c2c,train
36f17bf5df8c4,train
09d8e108a48fe,train
1610c8cbed8ac,train
21b9b5ceb04a2,train
355efd68b4a36,train
38cb224799826,train
339d0d6f2ee8b,train
035d194244b38,val
032e730d8aa90,val
36d1136bcb1fe,val
0221bd17e59bf,val
03ef03acc1e2e,train
2bfbaa5791740,train
1fe891fe453d8,train
094bc9f70bf64,val
2ec748d154f2e,train
044af2d6e97a4,train
16e0fbd3a07a6,train
1f7672faf3a15,train
305e628113b22,train
1fb6b7c27d8bd,train
1f53c73734863,train
3152d7ee4d11c,val
2bd286804a2b5,val
09729387c89cc,val
0cfc759205f0a,train
13040e4153477,train
106f803e08525,train
